Country,Year,Status,Life_expectancy,Adult_Mortality,infant_deaths,Alcohol,percentage_expenditure,Hepatitis_B,Measles,BMI,under-five_deaths,Polio,Total_expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness_1-19_years,thinness_5-9_years,Income_composition_of_resources,Schooling,child_mortality_rate,immunization_avg,economic_strength,education_index,mortality_pressure
Cabo Verde,2007,Developing,72.3,126.0,0.0,5.28,5.847778091645557,96.0,0.0,25.5,0.0,98.0,4.3,98.0,0.4700036292457356,8.043433946506317,13.094866787340829,8.1,8.0,0.602,11.9,0.0,97.33333333333333,4.842147235796803,7.1638,126.47000362924574
Cabo Verde,2006,Developing,72.1,129.0,0.0,4.25,3.3124146902755807,95.0,0.0,24.9,0.0,97.0,5.11,96.0,0.4700036292457356,5.460818455886677,10.795403621268628,8.3,8.3,0.596,11.9,0.0,96.0,3.2546477997084593,7.0924,129.47000362924572
Cabo Verde,2005,Developing,71.8,134.0,0.0,4.26,1.4701337672038364,93.0,0.0,24.3,0.0,95.0,4.86,95.0,0.5877866649021191,5.517993272523616,13.07016019551045,8.5,8.5,0.582,11.2,0.0,94.33333333333333,3.211472084608744,6.518399999999999,134.58778666490213
Cabo Verde,2004,Developing,71.4,14.0,0.0,4.19,5.485376495802425,91.0,0.0,23.7,0.0,94.0,5.6,93.0,0.5877866649021191,7.589567743670021,13.055507506618264,8.7,8.7,0.574,11.1,0.0,92.66666666666667,4.356411884866592,6.3713999999999995,14.587786664902119
Cabo Verde,2003,Developing,71.1,144.0,0.0,4.16,5.347519350669895,66.0,0.0,23.2,0.0,93.0,5.0,92.0,0.6418538861723948,7.478690372602455,10.73960890204718,8.9,8.9,0.572,11.3,0.0,83.66666666666667,4.277810893128604,6.4636,144.64185388617238
Cabo Verde,2002,Developing,77.0,148.0,0.0,3.82,5.051183759370797,4.0,0.0,22.6,0.0,92.0,5.17,91.0,0.5877866649021191,7.225856683313605,10.719228401304807,9.2,9.1,0.569,11.3,0.0,62.333333333333336,4.1115124528054405,6.4296999999999995,148.58778666490213
Cabo Verde,2001,Developing,73.0,152.0,0.0,3.81,5.022191504471371,91.0,0.0,22.1,0.0,91.0,5.19,9.0,0.5877866649021191,7.146681280833294,13.002942250809276,9.4,9.3,0.562,11.0,0.0,63.666666666666664,4.016434879828312,6.182,152.58778666490213
Cabo Verde,2000,Developing,69.9,155.0,0.0,3.49,4.816843969481212,91.0,1.0986122886681098,21.5,0.0,9.0,4.81,9.0,0.5877866649021191,7.1231713339550256,10.68235360849861,9.6,9.5,0.0,11.3,0.0,36.333333333333336,0.0,0.0,155.58778666490213
Cambodia,2015,Developing,68.7,174.0,2.3978952727983707,3.77,0.0,89.0,0.0,19.6,2.5649493574615367,87.0,5.75,89.0,0.1823215567939546,7.059780647649053,16.55748774152991,1.9,1.9,0.558,10.9,4.962844630259907,88.33333333333333,3.9393576013881724,6.082200000000001,174.18232155679397
Cambodia,2014,Developing,68.3,179.0,2.4849066497880004,0.01,2.5786641581549805,88.0,0.0,18.9,2.5649493574615367,87.0,5.68,88.0,0.1823215567939546,5.29675175662015,11.93675425709535,1.9,11.0,0.553,10.9,5.049856007249537,87.66666666666667,2.9291037214109434,6.0277,179.18232155679397
Cambodia,2013,Developing,67.8,183.0,2.4849066497880004,0.01,2.278109447009718,83.0,0.0,18.2,2.6390573296152584,66.0,5.93,83.0,0.1823215567939546,4.863059591654147,14.235991035720996,11.0,11.1,0.546,10.8,5.123963979403259,77.33333333333333,2.655230537043164,5.896800000000001,183.18232155679397
Cambodia,2012,Developing,67.4,186.0,2.5649493574615367,0.01,2.068724820078037,86.0,2.772588722239781,17.6,2.70805020110221,84.0,6.24,86.0,0.262364264467491,4.566888005075611,16.508573475371556,11.0,11.2,0.54,10.7,5.272999558563747,85.33333333333333,2.46611952274083,5.778,186.2623642644675
Cambodia,2011,Developing,67.0,19.0,2.6390573296152584,2.12,4.113917060262796,88.0,6.583409222158765,17.0,2.772588722239781,87.0,5.64,88.0,0.262364264467491,6.783881627876044,16.492268696262983,11.0,11.2,0.533,10.7,5.4116460518550396,87.66666666666667,3.6158089076579314,5.7031,19.26236426446749
Cambodia,2010,Developing,66.6,192.0,2.70805020110221,2.2,4.058443855117909,89.0,7.053585727193677,16.4,2.833213344056216,88.0,5.95,89.0,0.4054651081081644,6.667837936041969,11.876700146024184,11.0,11.3,0.519,10.6,5.541263545158426,88.66666666666667,3.460607888805782,5.5014,192.40546510810816
Cambodia,2009,Developing,66.1,195.0,2.772588722239781,2.13,3.899023674651232,92.0,8.472195825485501,15.9,2.8903717578961645,95.0,6.36,94.0,0.4700036292457356,6.605612713615006,9.61106090905359,11.1,11.4,0.52,10.5,5.662960480135945,93.66666666666667,3.4349186110798033,5.46,195.47000362924572
Cambodia,2008,Developing,65.6,199.0,2.833213344056216,2.24,3.9908358579397625,91.0,8.345692873253865,15.3,2.9444389791664403,91.0,5.55,91.0,0.5306282510621704,6.6157810581594525,11.841221510307264,11.2,11.4,0.511,10.5,5.777652323222656,91.0,3.38066412071948,5.3655,199.53062825106218
Cambodia,2007,Developing,65.0,24.0,2.833213344056216,2.08,4.073038646423756,82.0,5.978885764901122,14.8,3.044522437723423,82.0,3.75,82.0,0.6418538861723948,6.449958109259772,16.43120377428592,11.3,11.5,0.495,10.3,5.87773578177964,82.0,3.1927292640835874,5.0985000000000005,24.641853886172395
Cambodia,2006,Developing,64.1,216.0,2.8903717578961645,2.03,3.9608983314950095,8.0,5.241747015059643,14.3,3.091042453358316,8.0,4.48,8.0,0.7419373447293773,6.293195876629739,16.416308826176667,11.4,11.6,0.483,10.1,5.981414211254481,8.0,3.039613608412164,4.878299999999999,216.74193734472937
Cambodia,2005,Developing,62.9,234.0,2.9444389791664403,1.99,4.146591801118205,91.0,5.579729825986222,13.9,3.1354942159291497,82.0,5.84,82.0,0.8754687373538999,6.1637860121565495,11.796011994069652,11.5,11.6,0.47,10.0,6.07993319509559,85.0,2.896979425713578,4.699999999999999,234.8754687373539
Cambodia,2004,Developing,61.5,253.0,2.995732273553991,1.38,2.239231921318805,91.0,5.8664680569332965,13.5,3.218875824868201,86.0,6.43,85.0,0.9932517730102832,3.904296915915209,14.125476001650371,11.6,11.7,0.458,9.7,6.214608098422191,87.33333333333333,1.7881679874891658,4.4426,253.9932517730103
Cambodia,2003,Developing,63.0,268.0,3.091042453358316,1.44,4.035928407051144,91.0,6.483107351457199,13.1,3.295836866004329,69.0,6.74,69.0,1.0647107369924282,5.895562983345631,16.369097530400925,11.6,11.7,0.445,9.3,6.386879319362645,76.33333333333333,2.623525527588806,4.1385000000000005,269.0647107369924
Cambodia,2002,Developing,59.3,273.0,3.1780538303479458,1.43,3.4629384166064967,91.0,7.216709486709457,12.8,3.4011973816621555,54.0,5.95,54.0,1.1314021114911006,5.830934767351223,16.351959929363602,11.6,11.8,0.427,8.2,6.579251212010101,66.33333333333333,2.489809145658972,3.5013999999999994,274.1314021114911
Cambodia,2001,Developing,58.5,273.0,3.258096538021482,1.71,3.356538539667009,91.0,8.232706009860976,12.4,3.5263605246161616,59.0,5.7,6.0,1.1631508098056809,5.775254217867036,14.03261511118066,11.6,11.8,0.412,7.6,6.784457062637644,52.0,2.379404737761219,3.1311999999999998,274.1631508098057
Cambodia,2000,Developing,57.7,274.0,3.332204510175204,1.51,0.2839888027195585,91.0,9.412301144022486,12.1,3.610917912644224,62.0,5.87,59.0,1.1314021114911006,1.544568456543664,16.313033536129268,11.6,11.9,0.401,7.2,6.943122422819428,70.66666666666667,0.6193719510740092,2.8872000000000004,275.1314021114911
Cameroon,2015,Developing,57.3,357.0,3.828641396489095,3.77,0.0,84.0,7.501082124259871,29.0,4.23410650459726,83.0,5.75,84.0,1.5040773967762742,7.127235665894662,16.943784115396852,5.6,5.5,0.514,10.4,8.062747901086354,83.66666666666667,3.6633991322698565,5.3456,358.50407739677627
Cameroon,2014,Developing,56.7,366.0,3.871201010907891,0.01,4.133447262322372,87.0,6.723832440821209,28.4,4.276666119016055,86.0,4.1,87.0,1.547562508716013,7.273884579313888,14.614815686148644,5.7,5.7,0.507,10.4,8.147867129923947,86.66666666666667,3.6878594817121413,5.2728,367.547562508716
Cameroon,2013,Developing,56.4,364.0,3.8918202981106265,0.01,4.160115161227421,89.0,6.634633357861686,27.8,4.30406509320417,88.0,4.29,89.0,1.6094379124341005,7.219893977645109,16.89077999604178,5.8,5.8,0.501,10.4,8.195885391314796,88.66666666666667,3.6171668828001997,5.2104,365.6094379124341
Cameroon,2012,Developing,55.9,369.0,3.9318256327243257,0.01,4.2421665598338905,85.0,6.413458957167357,27.2,4.343805421853684,85.0,4.34,85.0,1.7227665977411035,7.136203287952318,14.595928415226108,5.9,5.9,0.496,10.4,8.27563105457801,85.0,3.53955683082435,5.1584,370.7227665977411
Cameroon,2011,Developing,55.6,371.0,3.951243718581428,6.19,4.432965826243179,82.0,6.22455842927536,26.6,4.382026634673881,8.0,3.96,82.0,1.7749523509116738,7.167539083077546,12.438960565894815,6.0,6.0,0.486,10.0,8.333270353255308,57.333333333333336,3.4834239943756873,4.859999999999999,372.7749523509117
Cameroon,2010,Developing,55.3,37.0,3.9889840465642745,6.15,4.623979625138128,84.0,5.484796933490655,26.0,4.418840607796598,83.0,5.28,84.0,1.8718021769015916,7.076543359174963,14.507404954117431,6.1,6.2,0.48,9.7,8.407824654360873,83.66666666666667,3.396740812403982,4.656,38.87180217690159
Cameroon,2009,Developing,54.8,373.0,4.007333185232471,5.89,2.3068301591374585,8.0,5.529429087511423,25.4,4.454347296253507,79.0,5.7,8.0,1.9878743481543453,4.821855970739881,16.782459641411847,6.3,6.3,0.473,9.2,8.461680481485978,31.666666666666668,2.2807378741599633,4.3515999999999995,374.9878743481543
Cameroon,2008,Developing,54.2,382.0,4.04305126783455,5.9,4.24430510998003,84.0,6.206575926724928,24.9,4.477336814478207,82.0,5.18,84.0,2.0412203288596382,7.118441005634588,9.85108838373692,6.4,6.5,0.466,8.8,8.520388082312756,83.33333333333333,3.317193508625718,4.1008000000000004,384.04122032885965
Cameroon,2007,Developing,53.6,395.0,4.060443010546419,5.44,2.147438091236219,82.0,4.61512051684126,24.4,4.499809670330265,81.0,4.76,82.0,2.079441541679836,4.724834650646435,16.727610647709692,6.6,6.6,0.456,8.0,8.560252680876683,81.66666666666667,2.1545246006947743,3.648,397.07944154167984
Cameroon,2006,Developing,53.3,394.0,4.07753744390572,5.22,0.6742176685076932,81.0,5.2832037287379885,23.8,4.5217885770490405,78.0,4.69,81.0,2.1041341542702074,2.6382830299226074,16.70028685710515,6.7,6.8,0.456,8.2,8.59932602095476,80.0,1.203057061644709,3.7392,396.1041341542702
Cameroon,2005,Developing,52.8,4.0,4.07753744390572,5.03,4.304507724282633,79.0,6.406879986069314,23.3,4.543294782270004,79.0,4.75,8.0,2.128231705849268,6.859811367459906,14.371001278065572,6.9,7.0,0.456,8.3,8.620832226175724,55.333333333333336,3.128073983561717,3.7848000000000006,6.128231705849268
Cameroon,2004,Developing,52.1,412.0,4.0943445622221,4.71,2.1013622835005448,91.0,5.883322388488279,22.8,4.553876891600541,72.0,4.73,73.0,2.1400661634962708,4.545544547521589,14.343772482070118,7.0,7.1,0.455,8.2,8.648221453822641,78.66666666666667,2.068222769122323,3.731,414.1400661634963
Cameroon,2003,Developing,51.8,412.0,4.110873864173311,4.64,4.228864572544734,91.0,6.802394763324311,22.3,4.564348191467836,72.0,4.97,73.0,2.163323025660538,6.716436091803371,16.619708345723556,7.2,7.3,0.452,8.1,8.675222055641147,78.66666666666667,3.0358291134951236,3.6612,414.16332302566053
Cameroon,2002,Developing,51.6,47.0,4.110873864173311,4.58,4.001972922476771,91.0,7.278628942320682,21.8,4.584967478670572,66.0,4.86,66.0,2.174751721484161,6.518258487469532,14.337209057205282,7.4,7.5,0.452,8.4,8.695841342843885,74.33333333333333,2.9462528363362286,3.7968,49.174751721484164
Cameroon,2001,Developing,51.5,41.0,4.127134385045092,4.43,3.755048493905068,91.0,10.08309710182661,21.3,4.605170185988092,61.0,4.7,63.0,2.186051276738094,6.42271587106784,16.567381644415256,7.5,7.7,0.437,7.1,8.732304571033183,71.66666666666667,2.8067268356566464,3.1027,43.18605127673809
Cameroon,2000,Developing,51.4,394.0,4.143134726391533,3.91,1.7440725641694177,91.0,9.59082949401417,2.9,4.61512051684126,57.0,4.48,62.0,2.163323025660538,4.240094324378262,16.541677979934736,7.7,7.8,0.433,6.9,8.758255243232792,70.0,1.8359608424557874,2.9877000000000002,396.16332302566053
Canada,2015,Developing,82.2,64.0,1.0986122886681098,3.77,0.0,55.0,5.278114659230517,67.0,1.0986122886681098,91.0,5.75,91.0,0.0953101798043248,10.676294536701972,15.092230537551108,0.6,0.5,0.919,16.3,2.1972245773362196,79.0,9.811514679229113,14.979700000000001,64.09531017980433
Canada,2014,Developing,82.0,65.0,1.0986122886681098,8.1,4.636574050104193,55.0,6.037870919922137,66.4,1.0986122886681098,91.0,1.45,91.0,0.0953101798043248,6.301581368019077,17.386297819262676,0.5,0.5,0.912,15.9,2.1972245773362196,79.0,5.747042207633399,14.500800000000002,65.09531017980433
Canada,2013,Developing,81.8,67.0,1.0986122886681098,8.2,9.183403615124176,55.0,4.430816798843313,65.8,1.0986122886681098,91.0,1.67,91.0,0.0953101798043248,10.866942769021335,17.375290270878782,0.5,0.5,0.909,15.9,2.1972245773362196,79.0,9.878050977040393,14.453100000000001,67.09531017980433
Canada,2012,Developing,81.6,68.0,1.0986122886681098,8.3,9.184985254270252,7.0,2.3978952727983707,65.3,1.0986122886681098,99.0,1.78,95.0,0.0953101798043248,10.868524540377669,15.061262146940772,0.5,0.5,0.907,15.9,2.1972245773362196,67.0,9.857751758122546,14.4213,68.09531017980433
Canada,2011,Developing,81.5,68.0,1.0986122886681098,8.2,6.880310120972011,7.0,6.689599269178967,64.7,1.0986122886681098,87.0,1.82,87.0,0.0953101798043248,8.572290585034615,15.049317563499182,0.5,0.5,0.903,15.9,2.1972245773362196,60.333333333333336,7.740778398286258,14.357700000000001,68.09531017980433
Canada,2010,Developing,81.2,7.0,1.0986122886681098,8.4,9.065392621275244,56.0,4.605170185988092,64.1,1.0986122886681098,88.0,11.2,89.0,0.0953101798043248,10.76739968971841,12.752096479946127,0.5,0.4,0.898,15.9,2.1972245773362196,77.66666666666667,9.669124921367132,14.2782,7.095310179804325
Canada,2009,Developing,81.0,72.0,1.0986122886681098,8.4,6.763827089338973,42.0,2.70805020110221,63.6,1.0986122886681098,89.0,11.17,91.0,0.0953101798043248,8.471034976228431,17.33088662072749,0.5,0.4,0.898,15.9,2.1972245773362196,74.0,7.606989408653131,14.2782,72.09531017980433
Canada,2008,Developing,87.0,74.0,1.0986122886681098,8.3,9.040137504021365,28.0,4.143134726391533,63.0,1.0986122886681098,89.0,1.3,92.0,0.0953101798043248,10.74929865088304,17.319438219244173,0.5,0.4,0.897,15.8,2.1972245773362196,69.66666666666667,9.642120889842086,14.172600000000001,74.09531017980433
Canada,2007,Developing,85.0,74.0,1.0986122886681098,8.3,8.980643341072765,14.0,4.624972813284271,62.5,1.0986122886681098,9.0,9.83,94.0,0.0953101798043248,10.70426701932794,17.30861624871539,0.5,0.4,0.894,15.8,2.1972245773362196,39.0,9.569614715279178,14.125200000000001,74.09531017980433
Canada,2006,Developing,85.0,75.0,1.0986122886681098,8.2,6.649219973864813,14.0,2.6390573296152584,61.9,1.0986122886681098,95.0,9.75,95.0,0.0953101798043248,8.386560332267662,12.693903913850464,0.5,0.4,0.891,15.8,2.1972245773362196,68.0,7.472425256050487,14.077800000000002,75.09531017980433
Canada,2005,Developing,81.0,76.0,1.0986122886681098,8.0,8.753715323798911,14.0,1.9459101490553128,61.3,1.0986122886681098,93.0,9.57,93.0,0.0953101798043248,10.496554374507973,10.38322490501888,0.5,0.4,0.886,15.8,2.1972245773362196,66.66666666666667,9.299947175814063,13.998800000000001,76.09531017980433
Canada,2004,Developing,80.0,77.0,1.0986122886681098,7.8,8.615105423671169,14.0,2.079441541679836,6.6,1.0986122886681098,91.0,9.56,91.0,0.0953101798043248,10.372893251494672,10.373366173968712,0.5,0.4,0.881,15.8,2.1972245773362196,65.33333333333333,9.138518954566806,13.9198,77.09531017980433
Canada,2003,Developing,79.7,78.0,1.0986122886681098,7.7,8.452941682953254,14.0,2.772588722239781,6.0,1.0986122886681098,88.0,9.54,91.0,0.0953101798043248,10.246124634176264,10.363346144474624,0.5,0.4,0.877,15.8,2.1972245773362196,64.33333333333333,8.985851304172582,13.8566,78.09531017980433
Canada,2002,Developing,79.5,79.0,1.0986122886681098,7.7,8.267925432192904,91.0,1.9459101490553128,59.3,1.0986122886681098,88.0,9.37,88.0,0.0953101798043248,10.092819607429904,10.353384133154211,0.5,0.4,0.872,15.8,2.1972245773362196,89.0,8.800938697678877,13.777600000000001,79.09531017980433
Canada,2001,Developing,79.4,8.0,1.0986122886681098,7.6,8.206880897003728,91.0,3.555348061489413,58.5,1.0986122886681098,88.0,9.1,89.0,0.0953101798043248,10.072917819225983,10.367850301891778,0.5,0.4,0.867,15.8,2.1972245773362196,89.33333333333333,8.733219749268928,13.6986,8.095310179804326
Canada,2000,Developing,79.1,82.0,1.0986122886681098,7.6,8.239724005445888,91.0,5.332718793265369,57.8,1.0986122886681098,88.0,8.67,89.0,0.0953101798043248,10.09101093841058,10.537362321631004,0.5,0.5,0.864,15.9,2.1972245773362196,89.33333333333333,8.718633450786742,13.7376,82.09531017980433
Central African Republic,2015,Developing,52.5,397.0,2.772588722239781,3.77,0.0,47.0,5.017279836814924,22.7,3.091042453358316,47.0,5.75,47.0,1.6863989535702288,5.85616421082477,10.724632091159428,8.2,8.2,0.347,7.1,5.863631175598098,47.0,2.032088981156195,2.4637,398.68639895357023
Central African Republic,2014,Developing,58.0,437.0,2.772588722239781,0.01,3.997092624308448,47.0,5.351858133476067,22.1,3.1354942159291497,47.0,4.2,47.0,1.7047480922384253,5.93524406562487,15.323002784234554,8.4,8.3,0.345,7.1,5.908082938168931,47.0,2.0476592026405798,2.4494999999999996,438.70474809223845
Central African Republic,2013,Developing,49.9,451.0,2.833213344056216,0.01,3.977392418966501,23.0,6.391917113392602,21.6,3.1780538303479458,23.0,3.82,23.0,1.8082887711792652,5.824479664186684,15.319511062895558,8.5,8.5,0.37,7.1,6.011267174404162,23.0,2.155057475749073,2.627,452.80828877117926
Central African Republic,2012,Developing,53.0,439.0,2.833213344056216,0.01,2.121639574704708,47.0,4.955827057601261,21.2,3.1780538303479458,47.0,3.62,47.0,1.8082887711792652,6.189107996900368,13.015706466233295,8.7,8.6,0.366,7.1,6.011267174404162,47.0,2.265213526865535,2.5986,440.80828877117926
Central African Republic,2011,Developing,49.8,443.0,2.833213344056216,1.66,4.086471561828187,47.0,6.522092798170152,2.7,3.218875824868201,47.0,3.73,47.0,1.916922612182061,6.205237892843812,15.314274753541484,8.8,8.8,0.361,6.8,6.052089168924417,47.0,2.240090879316616,2.4547999999999996,444.9169226121821
Central African Republic,2010,Developing,49.2,446.0,2.8903717578961645,1.67,3.795120401403063,45.0,1.0986122886681098,2.2,3.218875824868201,46.0,3.9,45.0,2.028148247292285,6.103550159673676,15.30808336331662,9.0,8.9,0.352,6.6,6.1092475827643655,45.333333333333336,2.148449656205134,2.3232,448.0281482472923
Central African Republic,2009,Developing,48.6,453.0,2.8903717578961645,1.56,3.724525741660742,42.0,2.4849066497880004,19.8,3.258096538021482,45.0,3.58,42.0,2.1162555148025524,6.111382721732008,10.701535142921443,9.1,9.1,0.345,6.4,6.148468295917647,43.0,2.108427038997543,2.2079999999999997,455.11625551480256
Central African Republic,2008,Developing,47.6,477.0,2.8903717578961645,1.52,4.224515370570114,91.0,2.5649493574615367,19.4,3.258096538021482,46.0,4.3,45.0,2.2300144001592104,6.126566591175987,15.284625380609452,9.3,9.2,0.338,6.3,6.148468295917647,60.666666666666664,2.0707795078174835,2.1294,479.23001440015923
Central African Republic,2007,Developing,46.8,495.0,2.8903717578961645,1.5,4.111674334039676,91.0,3.912023005428146,19.0,3.295836866004329,46.0,4.4,48.0,2.302585092994046,5.986824968388368,10.66333497852314,9.4,9.4,0.33,6.2,6.186208623900494,61.666666666666664,1.9756522395681615,2.0460000000000003,497.30258509299404
Central African Republic,2006,Developing,46.3,56.0,2.8903717578961645,1.54,3.869140121232871,91.0,1.3862943611198906,18.6,3.295836866004329,47.0,3.99,51.0,2.3978952727983707,5.854136464741191,12.95218933983672,9.6,9.6,0.323,6.0,6.186208623900494,63.0,1.8908860781114047,1.9380000000000002,58.39789527279837
Central African Republic,2005,Developing,45.9,511.0,2.8903717578961645,1.5,3.735812651377543,91.0,6.156978985585555,18.2,3.295836866004329,47.0,4.29,54.0,2.501435951739211,5.793363992419317,12.930699113116738,9.7,9.7,0.319,5.9,6.186208623900494,64.0,1.8480831135817621,1.8821,513.5014359517393
Central African Republic,2004,Developing,45.7,512.0,2.8903717578961645,1.5,3.749530366173015,91.0,7.1180162044653335,17.9,3.295836866004329,45.0,4.1,51.0,2.5649493574615367,5.750080583853499,10.72628046129497,9.9,9.9,0.315,5.7,6.186208623900494,62.333333333333336,1.8112753839138522,1.7955,514.5649493574615
Central African Republic,2003,Developing,45.7,51.0,2.8903717578961645,1.49,3.852616772287193,91.0,6.481577129276431,17.5,3.295836866004329,44.0,4.31,47.0,2.624668592163159,5.66038142807176,15.197210882639853,1.0,1.1,0.316,5.6,6.186208623900494,60.666666666666664,1.7886805312706764,1.7695999999999998,53.62466859216316
Central African Republic,2002,Developing,45.6,58.0,2.8903717578961645,1.47,3.484133091336237,91.0,6.844815479208263,17.2,3.258096538021482,42.0,4.16,44.0,2.667228206581955,5.540354673436093,12.89323444940711,1.2,1.2,0.315,5.4,6.148468295917647,59.0,1.7452117221323693,1.701,60.66722820658195
Central African Republic,2001,Developing,45.6,54.0,2.8903717578961645,1.52,3.545388831730936,91.0,7.950854857719988,16.8,3.258096538021482,4.0,3.95,4.0,2.7013612129514133,5.497818213185624,12.856374953597802,1.4,1.4,0.314,5.3,6.148468295917647,33.0,1.726314918940286,1.6642,56.70136121295141
Central African Republic,2000,Developing,46.0,49.0,2.833213344056216,1.51,3.458957561978408,91.0,8.073402968986406,16.5,3.258096538021482,38.0,4.24,37.0,2.72785282839839,5.499390883275898,15.13859538112378,1.5,1.5,0.312,5.2,6.091309882077699,55.333333333333336,1.71580995558208,1.6224,51.72785282839839
Chad,2015,Developing,53.1,356.0,3.8501476017100575,3.77,0.0,46.0,6.037870919922137,19.1,4.356708826689592,52.0,5.75,46.0,1.33500106673234,6.65704620443768,11.914476255456515,8.5,8.4,0.394,7.3,8.20685642839965,48.0,2.6228762045484464,2.8762,357.33500106673233
Chad,2014,Developing,52.6,362.0,3.8501476017100575,0.01,2.5097672807828144,37.0,7.151485463904735,18.7,4.3694478524670215,44.0,3.62,37.0,1.3609765531356006,4.844175393476843,16.423330689762672,8.7,8.5,0.39,7.3,8.219595454177078,39.333333333333336,1.8892284034559688,2.847,363.36097655313563
Chad,2013,Developing,52.2,366.0,3.8501476017100575,0.64,4.350585312985233,39.0,5.424950017481403,18.2,4.3694478524670215,46.0,3.42,39.0,1.410986973710262,6.894803536094847,16.390683628556296,8.8,8.7,0.387,7.3,8.219595454177078,41.333333333333336,2.668288968468706,2.8251,367.41098697371024
Chad,2012,Developing,51.8,367.0,3.8501476017100575,0.62,4.074554540146475,4.0,4.795790545596741,17.9,4.382026634673881,51.0,3.0,4.0,1.5260563034950492,6.881896374888158,14.058563397552843,9.0,8.9,0.381,7.3,8.232174236383939,19.666666666666668,2.6220025188323883,2.7813,368.52605630349507
Chad,2011,Developing,51.6,365.0,3.8501476017100575,0.56,4.2306613142748,33.0,9.065430200180376,17.5,4.382026634673881,4.0,3.17,33.0,1.589235205116581,6.897943665440278,16.324186792857798,9.2,9.1,0.37,6.7,8.232174236383939,23.333333333333332,2.5522391562129028,2.479,366.5892352051166
Chad,2010,Developing,51.2,364.0,3.8501476017100575,0.5,3.797134780062476,39.0,5.272999558563747,17.1,4.394449154672439,43.0,2.95,39.0,1.62924053973028,6.799690815505648,13.98839017965004,9.4,9.3,0.36,6.7,8.244596756382496,40.333333333333336,2.447888693582033,2.412,365.6292405397303
Chad,2009,Developing,57.0,37.0,3.8501476017100575,0.47,1.788905467269499,24.0,5.111987788356544,16.7,4.394449154672439,32.0,3.31,24.0,1.6863989535702288,4.448000909779522,13.957693046712818,9.6,9.5,0.343,6.3,8.244596756382496,26.666666666666668,1.5256643120543762,2.1609000000000003,38.686398953570226
Chad,2008,Developing,49.6,394.0,3.8501476017100575,0.45,3.913860960154091,17.0,4.158883083359672,16.4,4.394449154672439,3.0,2.92,19.0,1.7404661748405046,6.836014769406788,16.225501653181382,9.8,9.7,0.338,6.0,8.244596756382496,13.0,2.310572992059494,2.028,395.7404661748405
Chad,2007,Developing,49.4,394.0,3.8501476017100575,0.42,1.9405994338521384,91.0,6.091309882077698,16.1,4.394449154672439,38.0,3.35,28.0,1.7749523509116738,4.415024710004362,12.08717085930568,1.0,1.0,0.306,5.7,8.244596756382496,52.333333333333336,1.3509975612613347,1.7442,395.7749523509117
Chad,2006,Developing,48.5,414.0,3.828641396489095,0.41,4.153748984368204,91.0,7.374629015218945,15.7,4.394449154672439,49.0,3.32,4.0,1.8082887711792652,6.569740530460901,14.167292148956085,1.3,1.2,0.303,5.5,8.223090551161533,48.0,1.990631380729653,1.6664999999999999,415.80828877117926
Chad,2005,Developing,48.6,46.0,3.828641396489095,0.42,2.2961710300008846,91.0,1.0986122886681098,15.4,4.382026634673881,37.0,3.91,25.0,1.824549292051046,4.208300128379191,7.426549072397305,1.5,1.4,0.306,5.6,8.210668031162976,51.0,1.2877398392840325,1.7135999999999998,47.824549292051046
Chad,2004,Developing,48.5,45.0,3.80666248977032,0.34,4.29571291594594,91.0,9.242323417829232,15.1,4.3694478524670215,31.0,5.72,21.0,1.824549292051046,6.121783320825395,11.483949692733654,1.7,1.6,0.301,5.6,8.176110342237342,47.666666666666664,1.8426567795684439,1.6855999999999998,46.824549292051046
Chad,2003,Developing,48.4,43.0,3.80666248977032,0.42,1.605277978896087,91.0,9.667891793282678,14.8,4.356708826689592,36.0,5.49,23.0,1.8082887711792652,5.682189128740046,13.74864613401065,1.9,1.8,0.284,5.4,8.163371316459912,50.0,1.613741712562173,1.5336,44.808288771179264
Chad,2002,Developing,48.1,43.0,3.784189633918261,0.36,1.3961682516753358,91.0,8.892611378172106,14.4,4.343805421853684,31.0,8.33,25.0,1.791759469228055,3.1719863352719235,11.426168601043946,11.1,11.0,0.303,5.1,8.127995055771946,49.0,0.9611118595873928,1.5453,44.791759469228055
Chad,2001,Developing,48.0,4.0,3.7612001156935615,0.3,3.327708372680432,91.0,10.12298446293014,14.1,4.330733340286331,26.0,6.9,26.0,1.7578579175523736,5.28985992399239,13.672001554114477,11.3,11.2,0.3,4.9,8.091933455979893,47.666666666666664,1.586957977197717,1.47,5.757857917552373
Chad,2000,Developing,47.6,44.0,3.737669618283368,0.25,3.114715307146988,91.0,8.173857454773621,13.9,4.31748811353631,3.0,6.28,36.0,1.7227665977411035,5.119380784258209,15.936880681670504,11.5,11.4,0.0,4.7,8.055157731819678,43.333333333333336,0.0,0.0,45.722766597741106
Chile,2015,Developing,85.0,82.0,1.0986122886681098,3.77,0.0,97.0,2.302585092994046,63.8,1.0986122886681098,96.0,5.75,96.0,0.0953101798043248,9.52180437906238,16.692610297640417,0.8,0.8,0.845,16.3,2.1972245773362196,96.33333333333333,8.04592470030771,13.7735,82.09531017980433
